comment
""
""
คุณมาช่า เท่มากค่ะ
""
คุณอ๊อฟ ยังหนุ่มเฟี้ยว
""
""
Full movie is here.
""
""
"ว้าว  ยังไม่เคยดูเลย

หาหนังดูยากไหมพี่  อยากดู ๆ  
อ๋อ ๆ  ฟูล มูฟวี่ ที่ คห.8 หรอ   ขอบคุณครับพี่"
""
""
""
พึ่งเคยรู้ก็..ตอนนี้
""
""
ผู้กำกับ เลิศฤทธิ์ จั่นสัญจัย อยู่ในกลุ่มแฟนนิตยสารมิติที่ 4 ของซีเอ็ดฯ ผมก็อยู่ด้วย เคยโทรไปคุยกับแกถึงโปรเจคหนังเรื่องต่อไปว่าผมอยากทำเทคนิคพิเศษด้านกลไกด้วย  ถ้าจำไม่ผิดชื่อเรื่อง เครื่องครัวล้างโลก แกบอกไม่ได้ไปต่อแล้ว แล้วก็ลืม ๆ เรื่องมาห์ไปเสียเถอะ อย่าไปพูดถึงมันเลย 555+ เพราะหนังขาดทุน
""
เพิ่งเคยได้ยิน
""
""
""
"ขอบคุณครับ
ขาดทุน คือกำไร
เพราะเป็นหนึ่งในหน้าประวัติศาสตร์หนังไทย
ดีกว่า เกิดมา แล้วก็ตายจากไป โดยไม่ทิ้งอะไรไว้เป็นมรดกโลก"
""
พี่ช่าหน้าอย่างกับเดมี่ มัวร์ตอนที่เล่นเรื่องGhost
""
ไม่เคยรู้จักเรื่องนี้มาก่อน
""
""
""
"เพิ่งดูจบไป ก็นับเป็นหนังไทยที่พยายามฉีก เนื้อเรื่องสนุกสนานตามสมควร
ไปค้นมาว่า มาห์ หมายความว่าอย่างไร จาก Longdo dict

มาห์
(n) demon, See Also:ghost, giant, Syn.ผี, ยักษ์, ปีศาจ, ภูตผีปีศาจ, ภูติ, ซาตาน, ม่าห์, Unit:ตน, Thai Definition:ผู้ที่ไม่ใช่มนุษย์และสัตว์เดรัจฉาน

ก็ตรงไปตรงมากับชื่อเรื่อง

ที่จะลืมไม่ได้ก็คือ มาช่าสวยมาก สวยตะลึงเลย"
""
ลืมบอกไปว่า ชอบเสียงร้อยของสัตว์ประหลาดมาก ทำเก๋เชียว
""
ไม่เคยดูเลย  ขอบคุณค่ะ
""
ตอนนั้นผมไปอยู่ไหนมา ทำไมไม่เคยได้ยินชื่อหนังเรื่องนี้เลย
""
เคยดู เช่าม้วนวีดีโอมาดู ตอนเด็กๆเลย  หนังมืดจริง จอ14นิ้วยิ่งดูสัตว์ประหลาดยาก แต่หนังสนุกคับ ผมชอบแนวนี้อยู่ละ ทั้ง The thing  Alien  พอมาเจอหนังไทยเรื่องนี้ ยิ่งชอบ
""
"ผมอยากดู ""เกาะมหัศจรรย์"" เวอร์ชั่นแรกมากครับ แต่หาดูไม่ได้เลย 😭😭😭"
""
""
"เคยดูอยู่
แต่ผ่านมานานมากแล้ว
แต่ดูไม่จบ
ตอนนั้นดูไม่ค่อยรู้เรื่อง
สัตว์ปีศาจอะไรก็ไม่ค่อยชัดตา
แต่ความสวยมาช่านี่ชัดเจน.."
""
ในไทยส่วนมากชอบพล็อตเดาง่าย เชยโบราณ
โคตรมันส์เรื่องนี้  ดูปัจจุบันยังล้ำเลย  เป็นหนังสัตว์ประหลาดไซไฟ ของไทยที่ดีเยี่ยม
ทันดูในโรง  เสียงร้องเป็นเอกลักษณ์มาก  ยังหลอนหูอยู่เลย  อาววววม์
